id,death_risk,centerX,centerY
0,0.06449697905342107,0.07587437837230063,0.17281192234332257
1,0.8335949125744048,0.8052542739796149,0.806249420128682
2,0.3043375145574534,0.30459760141336134,0.7819541880673838
3,0.9850190343688845,0.9477851344093929,0.479638224493555
4,0.14273804515796704,0.1497919830873397,0.44658675896542976
5,0.6440608985946932,0.6250500884750311,0.44130310625173474
6,0.22834224063212386,0.2310018509497244,0.4356000472661116
7,0.46636346032116205,0.4565931106304174,0.43023917158185987
8,0.9189897486772486,0.8856524538118189,0.5331090644098325
9,0.08940150497833832,0.09927811021388484,0.1220718353856122
10,0.16491454294366975,0.17280789616347247,0.9151805946593586
11,0.7534371049304678,0.7286931350788939,0.4865629519470121
12,0.027849294034721535,0.04292915786268225,0.9840116142517689
13,0.38934837957346663,0.3844162111477817,0.5940075656897801
14,0.5884268360220509,0.5724172008809596,0.46063984418681214
15,0.12771238216683886,0.13555370493909566,0.4435690172718542
16,0.9346915947587089,0.9005784665544516,0.5533575330419319
17,0.2699596808546892,0.2703650996715333,0.4195913447736208
18,0.8651300877700617,0.8351039956436548,0.7779550701992938
19,0.07027796371515854,0.08317757951417495,0.9668210525660257
20,0.20975983029320125,0.21333707980019276,0.4350334624751537
21,0.1768186090225564,0.18160868219749468,0.07232781587497873
22,0.08134365562631303,0.09137846379484134,0.42358845917135163
23,0.2481040782498238,0.24965543187129977,0.42087042204926384
24,0.703507075824804,0.6813554728271476,0.46049772505668585
25,0.005314172008050182,0.02151211910973319,0.9853750478323146
26,0.5552184351622829,0.5408152259650499,0.4458197318859443
27,0.950646858007909,0.9155618264458383,0.5408086642862421
28,0.031072955215186403,0.044692571958857695,0.45757935455550797
29,0.8997413967698566,0.8672951131220066,0.5064530758869351
30,0.1356197001771157,0.14279663963959444,0.08642260277736674
31,0.19042214612112532,0.1950018657901953,0.4420232010833195
32,0.7998387215463109,0.7725970096528276,0.4400049235481794
33,0.07620659822878015,0.08685740283409062,0.13408842384174888
34,0.3625179142146916,0.3583566310644377,0.4545043372003768
35,0.09545975590165043,0.10568436093611099,0.5045212105102774
36,0.4373502272002551,0.4299070129358575,0.582762018795273
37,0.32364858307453415,0.320991462366658,0.34830463753243945
38,0.13888944503135223,0.14815360472591718,0.9307614003879097
39,0.04800829588619988,0.0597930069958046,0.4145078589808007
40,0.07152165245494531,0.08302386870424866,0.49769318529771756
41,0.8531682958743843,0.823018141033926,0.4402768556262819
42,0.6183373497890166,0.6009045124976663,0.4695230351858222
43,1.0398525718881302,1.0,0.4362422483557546
44,0.1028035745992289,0.11189896737418452,0.11381109778218478
45,-0.017344365801130024,0.0,1.0
46,0.11231885381105568,0.12092853804781262,0.4438423415667131
47,0.09735755513726013,0.1065548258276663,0.4249597198557146
48,0.5264386295722926,0.513979019250298,0.5017022543698696
49,0.7778959400936871,0.7518231449350755,0.5283179019869444
50,0.15473646099064625,0.16078829696445798,0.07404465062342262
51,0.1863733437370224,0.1931244257563954,0.902590264661247
52,0.11509259905133928,0.12565679264438348,0.9473190048512584
53,0.520377535779937,0.5058769440931937,0.10613803255522086
54,0.048224111128826526,0.06224774705979931,0.9765021413360736
55,0.2937074441514257,0.2926900288309305,0.3396186993513232
56,0.6757560885682398,0.6550345938792248,0.45045382427017366
57,0.9671545934096734,0.9310579153158492,0.5148139852988018
58,0.049387942485927795,0.06205828659062065,0.4843277902094889
59,0.8772426757812499,0.84577916534005,0.43430088190592536
60,0.23878946724812608,0.24270082517029634,0.8673035681786683
61,0.09180090913318452,0.10357658307992475,0.9573604816525256
62,0.8272586387389258,0.798466432776672,0.4230362627341866
63,0.1584803154238932,0.16464995415733544,0.44472440370164407
64,0.0648415472274436,0.07577215930118633,0.4239808646918656
65,0.7294968900481541,0.7060727193219076,0.4525531928482772
66,0.4147860831243884,0.40732825171319137,0.35653687099352116
67,0.11889309007294323,0.12702902970594465,0.09267067179430112
68,0.2305680001020065,0.23199044982478254,0.013527441921341683
69,0.4946864536830357,0.48390133576174227,0.5107902681808599
70,0.21226699758784562,0.2176064960578991,0.885366329260738
71,0.051962536267356696,0.0640822188717833,0.1957120146047658
72,0.27108684646539033,0.2732970079458361,0.8470305589906553
73,0.20002625480530756,0.2033843741432423,0.045964484143892294
74,0.26340226798221983,0.26286293039620173,0.0
75,0.8053947911570449,0.7783486277118055,0.7533210342469943
76,0.17416975639908105,0.17953037925700668,0.4385872995815388
77,0.3389429846475291,0.3369381353448806,0.6703583181557213
